Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas;;;;data39;data45;data70;;data323;data358;data403;data443
rbg323.atsp;100;0.1;10;0.95;1;2;1350;5408;0.0037103;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.95;1;2;1350;5483;0.0037968;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.95;1;2;1350;5387;0.0038127;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.95;1;2;1350;5439;0.0037662;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.95;1;2;1350;5386;0.0037915;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;0;6880;3564;0.0168287;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;0;6880;3588;0.0171315;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;0;6880;3738;0.0170361;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;0;6880;3737;0.0177962;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;0;6880;3538;0.0170349;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;0;6880;3718;0.0167744;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;0;6880;3656;0.0168518;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;0;6880;3658;0.0169277;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;1;6880;3798;0.0178614;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;1;6880;3582;0.0177841;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;1;6880;3724;0.0179653;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;1;6880;3579;0.0191668;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;1;6880;3678;0.0177854;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;1;6880;3555;0.0192654;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;1;6880;3637;0.0180582;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;1;6880;3713;0.0186186;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;2;6880;5073;0.0199454;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;2;6880;5033;0.0199955;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;2;6880;5191;0.0208222;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;2;6880;5204;0.0196696;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;2;6880;5028;0.0197431;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;2;6880;5223;0.019907;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;2;6880;5308;0.0193831;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;10;0.99;1;2;6880;5180;0.0200508;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;0;4300;4030;0.0105868;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;0;4300;3836;0.0106382;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;0;4300;3988;0.010849;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;0;4300;3963;0.0108611;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;0;4300;4022;0.0110059;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;0;4300;3969;0.0111073;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;0;4300;3987;0.0106538;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;0;4300;4026;0.0107873;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;1;4300;4089;0.0112205;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;1;4300;4114;0.0115488;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;1;4300;4047;0.0112931;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;1;4300;3951;0.0126643;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;1;4300;4059;0.0112298;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;1;4300;4007;0.0118966;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;1;4300;3921;0.0110729;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;1;4300;4008;0.0113729;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;2;4300;5289;0.0122354;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;2;4300;5219;0.0139793;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;2;4300;5271;0.0134472;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;2;4300;5388;0.0123907;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;2;4300;5341;0.0124495;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;2;4300;5226;0.0123082;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;2;4300;5446;0.0123855;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.85;1;2;4300;5342;0.0127925;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;0;6600;3649;0.0169012;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;0;6600;3622;0.0164744;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;0;6600;3563;0.0182388;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;0;6600;3723;0.0164612;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;0;6600;3630;0.0167967;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;0;6600;3767;0.0174168;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;0;6600;3676;0.0164266;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;0;6600;3546;0.0165863;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;1;6600;3657;0.0171386;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;1;6600;3741;0.0171258;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;1;6600;3817;0.0174563;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;1;6600;3718;0.0174114;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;1;6600;3684;0.0179229;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;1;6600;3583;0.0178128;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;1;6600;3738;0.0174894;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;1;6600;3784;0.0178427;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;2;6600;5336;0.0190738;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;2;6600;5138;0.0190592;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;2;6600;5295;0.0189067;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;2;6600;5307;0.018707;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;2;6600;4920;0.0193676;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;2;6600;5336;0.0189599;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;2;6600;5223;0.019376;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.9;1;2;6600;5183;0.0196015;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;0;13500;3256;0.0351131;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;0;13500;3213;0.0333731;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;0;13500;3344;0.0334619;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;0;13500;3308;0.0336863;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;0;13500;3249;0.0339649;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;0;13500;3253;0.0351627;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;0;13500;3360;0.0349733;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;0;13500;3259;0.0357297;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;1;13500;3173;0.0354096;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;1;13500;3277;0.034934;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;1;13500;3307;0.0351034;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;1;13500;3259;0.0364578;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;1;13500;3207;0.0354722;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;1;13500;3281;0.0344828;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;1;13500;3320;0.0347341;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;1;13500;3279;0.0392854;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;2;13500;5057;0.0380042;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;2;13500;4932;0.0373682;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;2;13500;5027;0.0431128;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;2;13500;4875;0.0383667;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;2;13500;4992;0.0378067;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;2;13500;5063;0.0393748;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;2;13500;4953;0.0378586;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.95;1;2;13500;5258;0.0388566;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;0;68800;2505;0.170259;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;0;68800;2494;0.170583;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;0;68800;2611;0.173048;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;0;68800;2535;0.172388;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;0;68800;2389;0.171374;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;0;68800;2451;0.169797;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;0;68800;2593;0.171059;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;0;68800;2561;0.172944;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;1;68800;2364;0.175738;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;1;68800;2455;0.17842;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;1;68800;2498;0.184967;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;1;68800;2570;0.178789;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;1;68800;2411;0.180687;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;1;68800;2453;0.181515;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;1;68800;2484;0.185231;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;1;68800;2428;0.183878;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;2;68800;4399;0.199012;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;2;68800;4400;0.195959;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;2;68800;4398;0.194077;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;2;68800;4389;0.193675;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;2;68800;4305;0.197796;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;2;68800;4363;0.192029;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;2;68800;4294;0.192403;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;100;0.99;1;2;68800;4200;0.190453;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;0;43000;2624;0.110521;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;0;43000;2785;0.106385;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;0;43000;2604;0.104267;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;0;43000;2692;0.110167;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;0;43000;2792;0.105759;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;0;43000;2742;0.104641;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;0;43000;2705;0.105238;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;0;43000;2682;0.103418;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;1;43000;2593;0.109264;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;1;43000;2714;0.109721;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;1;43000;2723;0.108942;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;1;43000;2609;0.113847;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;1;43000;2661;0.112294;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;1;43000;2672;0.111028;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;1;43000;2682;0.111275;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;1;43000;2627;0.111426;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;2;43000;4621;0.124437;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;2;43000;4525;0.128088;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;2;43000;4665;0.1231;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;2;43000;4563;0.124367;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;2;43000;4513;0.122239;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;2;43000;4553;0.124868;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;2;43000;4659;0.128712;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.85;1;2;43000;4465;0.128046;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;0;66000;2518;0.165411;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;0;66000;2416;0.163741;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;0;66000;2517;0.16641;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;0;66000;2535;0.164267;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;0;66000;2527;0.164054;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;0;66000;2518;0.162941;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;0;66000;2549;0.159773;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;0;66000;2506;0.161458;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;1;66000;2638;0.173137;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;1;66000;2567;0.167568;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;1;66000;2546;0.168643;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;1;66000;2444;0.169049;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;1;66000;2597;0.168178;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;1;66000;2548;0.171507;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;1;66000;2501;0.168241;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;1;66000;2476;0.16694;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;2;66000;4430;0.18528;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;2;66000;4341;0.184133;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;2;66000;4190;0.184701;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;2;66000;4240;0.191891;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;2;66000;4545;0.185411;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;2;66000;4439;0.185744;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;2;66000;4341;0.185427;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.9;1;2;66000;4381;0.183776;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;0;135000;2210;0.334588;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;0;135000;2274;0.32945;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;0;135000;2278;0.330117;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;0;135000;2306;0.330112;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;0;135000;2243;0.330537;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;0;135000;2294;0.329648;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;0;135000;2261;0.337587;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;0;135000;2323;0.334306;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;1;135000;2279;0.34262;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;1;135000;2320;0.345997;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;1;135000;2293;0.345505;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;1;135000;2275;0.342731;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;1;135000;2351;0.351921;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;1;135000;2313;0.340814;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;1;135000;2330;0.336916;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;1;135000;2207;0.35104;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;2;135000;3970;0.380476;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;2;135000;3958;0.381594;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;2;135000;4053;0.38394;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;2;135000;4118;0.37249;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;2;135000;4219;0.381344;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;2;135000;4069;0.390833;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;2;135000;4040;0.380435;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.95;1;2;135000;4121;0.378314;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;0;688000;1806;sty.24;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;0;688000;1790;1.68724;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;0;688000;1868;1.69969;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;0;688000;1785;1.69308;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;0;688000;1793;1.68124;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;0;688000;1784;1.68701;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;0;688000;1733;1.69296;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;0;688000;1833;1.67524;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;1;688000;1806;1.74266;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;1;688000;1791;1.75724;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;1;688000;1854;sty.32;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;1;688000;1843;1.95897;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;1;688000;1744;sty.89;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;1;688000;1820;1.73238;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;1;688000;1821;1.74365;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;1;688000;1805;1.74414;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;2;688000;3766;1.94315;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;2;688000;3546;1.93244;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;2;688000;3515;1.92486;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;2;688000;3697;1.93171;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;2;688000;3422;1.91841;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;2;688000;3684;1.92344;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;2;688000;3622;1.96051;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.1;1000;0.99;1;2;688000;3650;1.91273;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.01;10;0.85;1;0;570;4969;0.0014792;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.01;10;0.85;1;0;570;4937;0.0014297;;;;100000;100000;100000;;100000;100000;100000;100000
rbg323.atsp;100;0.01;10;0.85;1;0;570;4978;0.0016411;;;;100000;100000;100000;;100000;100000;100000;100000
