Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas;;Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas;;Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas;;Instancja;Poczatkowa;Minimalna;Liczba iteracji;Chlodzenie;Typ alg;Sasiedztwo;Razem iteracji;Optimum;Czas
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1428;0.549091;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1660;0.462512;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15788;0.10834;;ft53.atsp;100;0.001;1000;0.94;0;1;187000;8001;0.494588
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1428;0.836941;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1660;0.469288;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15788;0.276755;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8001;1.55186
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1428;1.70109;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1661;0.275425;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15789;0.105351;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8002;0.694499
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1428;1.68666;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1661;0.339469;;ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15790;1.12145;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;8002;0.275113
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1428;33.9432;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1661;0.453658;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15790;0.222264;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8002;0.757107
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1428;34.1905;;ftv35.atsp;1000;0.01;1000;0.8;0;1;52000;1661;0.130838;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15792;0.129208;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8002;1.58018
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1429;0.151134;;ftv35.atsp;1000;0.01;1000;0.82;0;1;59000;1661;0.145301;;ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15792;1.1322;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;8002;28.3384
ftv33.atsp;1000;0.001;1000;0.82;0;1;70000;1429;0.17018;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1661;0.195423;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15793;0.102375;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;8002;28.3588
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1429;0.224638;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1662;0.186799;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15793;0.220867;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8003;0.696122
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1429;0.323959;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1662;0.221468;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15793;0.389693;;ft53.atsp;100;0.001;1000;0.8;0;1;52000;8003;0.135962
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1429;0.319308;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1662;0.453439;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15794;0.115869;;ft53.atsp;100;0.001;1000;0.94;0;1;187000;8003;0.478402
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1429;0.409787;;ftv35.atsp;1000;0.01;1000;0.8;0;1;52000;1662;0.136531;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15795;0.116095;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8003;sty.97
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1429;0.406537;;ftv35.atsp;1000;0.01;1000;0.82;0;1;59000;1662;0.149918;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15796;0.182472;;ft53.atsp;100;0.001;1000;0.94;0;1;187000;8004;0.463074
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1429;0.555107;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1662;0.225221;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15796;0.560326;;ft53.atsp;100;0.001;1000;0.94;0;1;187000;8004;0.493185
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1429;0.548047;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1662;0.272225;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15798;0.182712;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8004;1.51279
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1429;0.839952;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1662;0.270255;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15798;0.372216;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8005;0.695749
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1429;0.155399;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1662;0.347101;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15798;0.375641;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8005;1.43914
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1429;0.153209;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1662;0.344746;;ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15800;1.1341;;ft53.atsp;100;0.001;1000;0.88;0;1;91000;8005;0.230531
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1429;0.157265;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1662;0.468443;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15801;0.366794;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;8005;0.272003
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1429;0.154062;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1662;0.462528;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15801;0.374118;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8005;1.62353
ftv33.atsp;1000;0.001;1000;0.82;0;1;70000;1429;0.173308;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1662;0.468417;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15803;0.217789;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8005;sty.04
ftv33.atsp;1000;0.001;1000;0.84;0;1;80000;1429;0.197891;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1662;0.703468;;ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15803;1.12785;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;8006;0.191208
ftv33.atsp;1000;0.001;1000;0.84;0;1;80000;1429;0.195899;;ftv35.atsp;1000;0.01;1000;0.8;0;1;52000;1663;0.125868;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15804;0.109851;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;8006;28.3534
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1429;0.227316;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1663;0.694905;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15804;0.561668;;ft53.atsp;100;0.001;1000;0.8;0;1;52000;8007;0.129422
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1429;0.228854;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1663;1.38796;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15806;0.18243;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;8007;0.270828
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1429;0.267168;;ftv35.atsp;1000;0.01;1000;0.84;0;1;67000;1663;0.168256;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15807;0.217494;;ft53.atsp;100;0.001;1000;0.88;0;1;91000;8007;0.226399
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1429;0.272054;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1663;0.221583;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15808;0.216775;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;8007;0.350712
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1429;0.329576;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1663;0.227386;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15809;0.554999;;ft53.atsp;100;0.001;1000;0.8;0;1;52000;8008;0.132734
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1429;0.325653;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1663;0.463882;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15810;0.130028;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;8008;0.197697
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1429;0.417594;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1663;0.71037;;ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15810;1.1208;;ft53.atsp;100;0.001;1000;0.88;0;1;91000;8008;0.229774
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1429;0.418381;;ftv35.atsp;1000;0.01;1000;0.82;0;1;59000;1664;0.14728;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15810;0.132261;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;8008;0.3473
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1429;0.551313;;ftv35.atsp;1000;0.01;1000;0.84;0;1;67000;1664;0.172022;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15810;0.133861;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8008;0.786574
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1429;0.556143;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1664;0.187462;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15811;0.215333;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8008;0.788971
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1429;0.835474;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1664;0.187254;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15812;0.154304;;ft53.atsp;100;0.001;1000;0.88;0;1;91000;8009;0.224846
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1429;0.832781;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1664;0.27121;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15813;0.371084;;ft53.atsp;100;0.001;1000;0.94;0;1;187000;8009;0.51827
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1429;0.834765;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1664;0.336236;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15813;0.374945;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8009;0.706681
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1429;sty.85;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1664;1.38956;;ry48p.atsp;100;0.01;1000;0.999;0;1;9206000;15813;23.1111;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8009;0.716281
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1429;1.68267;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1664;0.271824;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15814;0.180907;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;8010;0.282627
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1429;33.9109;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1664;0.462583;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15814;0.370337;;ft53.atsp;100;0.001;1000;0.94;0;1;187000;8011;0.459284
ftv33.atsp;1000;0.001;1000;0.82;0;1;70000;1430;0.176322;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1664;0.466048;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15815;0.130385;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;8011;0.354415
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1430;0.320339;;ftv35.atsp;1000;0.01;1000;0.8;0;1;52000;1665;0.129021;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15815;0.119647;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8011;1.49711
ftv33.atsp;1000;0.001;1000;0.84;0;1;80000;1430;0.196254;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1665;0.220597;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15815;0.123507;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;8012;0.275061
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1430;0.225927;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1665;0.221053;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15815;0.137372;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;8012;0.343779
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1430;0.327759;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1665;0.347451;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15815;0.564048;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;8012;0.346496
ftv33.atsp;1000;0.001;1000;0.82;0;1;70000;1431;0.176078;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1665;0.45374;;ry48p.atsp;100;0.01;1000;0.999;0;1;9206000;15815;22.6701;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;8013;0.193316
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1431;0.226117;;ftv35.atsp;1000;0.01;1000;0.82;0;1;59000;1665;0.146827;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15816;0.214831;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8013;0.726867
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1431;0.226725;;ftv35.atsp;1000;0.01;1000;0.82;0;1;59000;1665;0.14295;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15816;0.181108;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;8013;28.2723
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1431;0.273893;;ftv35.atsp;1000;0.01;1000;0.84;0;1;67000;1665;0.166519;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15817;0.573509;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;8013;28.4641
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1431;0.326039;;ftv35.atsp;1000;0.01;1000;0.84;0;1;67000;1665;0.164448;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15819;0.154765;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8014;0.69783
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1431;0.413695;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1665;0.191952;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15819;0.154248;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;8014;0.190217
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1431;0.558852;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1665;0.189086;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15820;0.130419;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;8014;0.277926
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1431;1.67193;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1665;0.189223;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15822;0.272751;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;8014;0.274362
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1431;1.67306;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1665;0.193958;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15822;0.272869;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;8014;0.346514
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1431;1.66779;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1665;0.341533;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15822;0.105988;;ft53.atsp;100;0.001;1000;0.88;0;1;91000;8015;0.226143
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1431;0.154795;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1665;0.345777;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15823;0.18705;;ft53.atsp;100;0.001;1000;0.8;0;1;52000;8015;0.125857
ftv33.atsp;1000;0.001;1000;0.82;0;1;70000;1431;0.173762;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1666;0.225156;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15823;0.220023;;ft53.atsp;100;0.001;1000;0.82;0;1;59000;8015;0.14639
ftv33.atsp;1000;0.001;1000;0.82;0;1;70000;1431;0.172556;;ftv35.atsp;1000;0.01;1000;0.84;0;1;67000;1666;0.172428;;ry48p.atsp;100;0.01;1000;0.999;0;1;9206000;15823;23.1296;;ft53.atsp;100;0.001;1000;0.94;0;1;187000;8015;0.479922
ftv33.atsp;1000;0.001;1000;0.84;0;1;80000;1431;0.19694;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1666;0.189672;;ry48p.atsp;100;0.01;1000;0.999;0;1;9206000;15823;22.6395;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8015;0.881795
ftv33.atsp;1000;0.001;1000;0.84;0;1;80000;1431;0.200128;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1666;0.187997;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15824;0.105583;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;8016;0.189679
ftv33.atsp;1000;0.001;1000;0.86;0;1;92000;1431;0.229518;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1666;0.228969;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15824;0.130472;;ft53.atsp;100;0.001;1000;0.88;0;1;91000;8016;0.22427
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1431;0.265187;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1666;0.278041;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15824;0.220614;;ft53.atsp;100;0.001;1000;0.88;0;1;91000;8017;0.22345
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1431;0.266042;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1666;0.349452;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15825;0.275089;;ft53.atsp;100;0.001;1000;0.84;0;1;67000;8017;0.165216
ftv33.atsp;1000;0.001;1000;0.88;0;1;109000;1431;0.267993;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1666;0.465539;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15827;0.565851;;ft53.atsp;100;0.001;1000;0.94;0;1;187000;8017;0.525517
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1431;0.408294;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1666;0.46727;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15828;0.115119;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8017;1.51491
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1431;0.407878;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1666;0.458185;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15828;0.557586;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;8017;28.4147
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1431;0.553033;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1666;0.466728;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15829;0.116005;;ft53.atsp;100;0.001;1000;0.82;0;1;59000;8018;0.149832
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1431;0.554766;;ftv35.atsp;1000;0.01;1000;0.98;0;1;570000;1666;1.41522;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15829;0.369164;;ft53.atsp;100;0.001;1000;0.88;0;1;91000;8018;0.22272
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1431;0.833728;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1666;28.3536;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15830;0.105611;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;8018;0.268252
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1431;0.831074;;ftv35.atsp;1000;0.01;1000;0.84;0;1;67000;1667;0.164425;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15830;0.223921;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8018;0.89158
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1431;0.835734;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1667;0.220916;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15830;0.332358;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8018;1.49268
ftv33.atsp;1000;0.001;1000;0.96;0;1;339000;1431;0.834917;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1667;0.346743;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15831;0.106835;;ft53.atsp;100;0.001;1000;0.9;0;1;110000;8019;0.275361
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1431;1.68072;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1667;0.708477;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15831;0.374905;;ft53.atsp;100;0.001;1000;0.94;0;1;187000;8019;0.497759
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1431;1.68343;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1667;0.72551;;ry48p.atsp;100;0.01;1000;0.84;0;1;53000;15832;0.13181;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8019;1.46264
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1431;1.69117;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1668;0.225036;;ry48p.atsp;100;0.01;1000;0.86;0;1;62000;15832;0.154655;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;8019;28.2885
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1431;1.69019;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1668;0.269318;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15833;0.119464;;ft53.atsp;100;0.001;1000;0.84;0;1;67000;8021;0.16383
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1431;33.8601;;ftv35.atsp;1000;0.01;1000;0.94;0;1;187000;1668;0.455145;;ry48p.atsp;100;0.01;1000;0.8;0;1;42000;15834;0.108412;;ft53.atsp;100;0.001;1000;0.84;0;1;67000;8021;0.167023
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1431;33.8754;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1668;0.691767;;ry48p.atsp;100;0.01;1000;0.82;0;1;47000;15835;0.114602;;ft53.atsp;100;0.001;1000;0.84;0;1;67000;8021;0.166711
ftv33.atsp;1000;0.001;1000;0.999;0;1;13809000;1431;33.9319;;ftv35.atsp;1000;0.01;1000;0.8;0;1;52000;1668;0.129102;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15836;0.371296;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;8021;0.348336
ftv33.atsp;1000;0.001;1000;0.82;0;1;70000;1432;0.171729;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1668;0.188242;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15836;0.553514;;ft53.atsp;100;0.001;1000;0.96;0;1;283000;8021;0.75432
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1432;0.156397;;ftv35.atsp;1000;0.01;1000;0.9;0;1;110000;1668;0.268803;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15836;0.218365;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8021;1.51878
ftv33.atsp;1000;0.001;1000;0.8;0;1;62000;1432;0.154836;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1668;0.344236;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15836;0.559358;;ft53.atsp;100;0.001;1000;0.8;0;1;52000;8023;0.131377
ftv33.atsp;1000;0.001;1000;0.82;0;1;70000;1432;0.171449;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1668;0.702797;;ry48p.atsp;100;0.01;1000;0.98;0;1;456000;15837;1.13612;;ft53.atsp;100;0.001;1000;0.84;0;1;67000;8023;0.169869
ftv33.atsp;1000;0.001;1000;0.84;0;1;80000;1432;0.198722;;ftv35.atsp;1000;0.01;1000;0.999;0;1;11508000;1668;28.511;;ry48p.atsp;100;0.01;1000;0.92;0;1;111000;15838;0.280705;;ft53.atsp;100;0.001;1000;0.999;0;1;11508000;8023;28.3348
ftv33.atsp;1000;0.001;1000;0.84;0;1;80000;1432;0.198031;;ftv35.atsp;1000;0.01;1000;0.88;0;1;91000;1669;0.219826;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15840;0.569772;;ft53.atsp;100;0.001;1000;0.82;0;1;59000;8024;0.144406
ftv33.atsp;1000;0.001;1000;0.84;0;1;80000;1432;0.196134;;ftv35.atsp;1000;0.01;1000;0.92;0;1;139000;1669;0.33714;;ry48p.atsp;100;0.01;1000;0.96;0;1;226000;15840;0.570704;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;8024;0.345095
ftv33.atsp;1000;0.001;1000;0.9;0;1;132000;1432;0.324518;;ftv35.atsp;1000;0.01;1000;0.96;0;1;283000;1669;0.698924;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15841;0.182195;;ft53.atsp;100;0.001;1000;0.92;0;1;139000;8024;0.348982
ftv33.atsp;1000;0.001;1000;0.92;0;1;166000;1432;0.408004;;ftv35.atsp;1000;0.01;1000;0.82;0;1;59000;1669;0.149887;;ry48p.atsp;100;0.01;1000;0.88;0;1;73000;15841;0.182112;;ft53.atsp;100;0.001;1000;0.86;0;1;77000;8024;0.197798
ftv33.atsp;1000;0.001;1000;0.94;0;1;224000;1432;0.553203;;ftv35.atsp;1000;0.01;1000;0.84;0;1;67000;1669;0.164659;;ry48p.atsp;100;0.01;1000;0.9;0;1;88000;15841;0.218678;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8024;1.48448
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1432;1.68985;;ftv35.atsp;1000;0.01;1000;0.84;0;1;67000;1669;0.164269;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15841;0.371644;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8024;1.48923
ftv33.atsp;1000;0.001;1000;0.98;0;1;684000;1432;1.68654;;ftv35.atsp;1000;0.01;1000;0.86;0;1;77000;1669;0.190287;;ry48p.atsp;100;0.01;1000;0.94;0;1;149000;15842;0.367191;;ft53.atsp;100;0.001;1000;0.98;0;1;570000;8025;1.40024
