Instancja;Czas;Jednostka;Wynik;Iteracji;Populacja;RandomNodes;praw.Mutacja;krzy¿owanie;selekcja;mutacja;elitism;memetic;czas;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10013;ms;1894;228;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10009;ms;1859;225;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10016;ms;1861;225;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10002;ms;1881;228;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10019;ms;1826;229;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10015;ms;1863;227;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10008;ms;1886;229;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10024;ms;1848;229;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10031;ms;1891;227;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10034;ms;1896;229;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10029;ms;1826;229;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1839;229;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10023;ms;1864;228;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1895;228;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10002;ms;1820;228;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10034;ms;1967;229;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10033;ms;1873;230;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10022;ms;1944;210;150;3;0.15;2;1;2;5;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10029;ms;1865;222;150;3;0.15;2;1;2;5;1;10;1874,45;1820;;;;;;;;;;;;;;;;;
ftv47.atsp;10016;ms;1853;228;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10000;ms;1894;228;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10035;ms;1850;229;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10028;ms;1942;229;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1838;228;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10015;ms;1850;229;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10011;ms;1822;227;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10003;ms;1936;227;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10020;ms;1928;229;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10008;ms;1826;228;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10034;ms;1819;224;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10034;ms;1841;226;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10012;ms;1784;223;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10020;ms;1902;229;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10033;ms;1838;229;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10034;ms;1864;225;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10016;ms;1970;227;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10034;ms;1861;222;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10021;ms;1826;222;150;3;0.15;2;1;2;10;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10002;ms;1919;228;150;3;0.15;2;1;2;10;1;10;1868,15;1784;;;;;;;;;;;;;;;;;
ftv47.atsp;10007;ms;1853;226;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10033;ms;1979;223;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10008;ms;1846;220;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;1900;227;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10034;ms;1853;229;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10034;ms;1872;228;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10003;ms;1861;228;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10031;ms;1898;229;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;1838;225;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1982;221;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10017;ms;1920;226;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10036;ms;1937;229;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10029;ms;1842;229;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10006;ms;1945;226;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10026;ms;1964;227;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10031;ms;1870;226;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10030;ms;1853;222;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10026;ms;1915;225;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10033;ms;1864;226;150;3;0.15;2;1;2;15;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10011;ms;1853;227;150;3;0.15;2;1;2;15;1;10;1892,25;1838;;;;;;;;;;;;;;;;;
ftv47.atsp;10007;ms;1932;227;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10019;ms;1872;225;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;1787;228;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10019;ms;1904;227;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10002;ms;1823;226;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10019;ms;1945;228;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10031;ms;1912;227;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10017;ms;1872;228;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10003;ms;1872;226;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10033;ms;1846;227;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10034;ms;1881;229;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10028;ms;1852;228;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10035;ms;1871;223;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1795;225;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10011;ms;1833;221;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10014;ms;1858;225;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;1900;226;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10008;ms;1979;219;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10027;ms;1940;230;150;3;0.15;2;1;2;25;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10025;ms;1889;226;150;3;0.15;2;1;2;25;1;10;1878,15;1787;;;;;;;;;;;;;;;;;
ftv47.atsp;10028;ms;1869;229;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1971;229;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10018;ms;1889;227;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10022;ms;1860;227;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10000;ms;1900;227;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10018;ms;1842;230;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10035;ms;1846;228;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10035;ms;1833;228;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10010;ms;1860;230;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10008;ms;1860;230;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;1828;228;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10005;ms;1912;227;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10011;ms;1920;230;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10011;ms;1816;210;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10035;ms;1853;220;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10036;ms;1973;227;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10035;ms;1894;229;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10024;ms;1885;229;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10015;ms;1860;218;150;3;0.15;2;1;2;35;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10009;ms;1905;225;150;3;0.15;2;1;2;35;1;10;1878,8;1816;;;;;;;;;;;;;;;;;
ftv47.atsp;10025;ms;1816;226;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10006;ms;1979;228;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10026;ms;1816;229;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10032;ms;1881;228;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10035;ms;1853;228;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10026;ms;1886;226;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;1828;227;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10011;ms;1886;226;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10009;ms;1872;220;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10017;ms;1886;229;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10017;ms;1819;219;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10018;ms;1853;207;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10014;ms;1917;199;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10027;ms;1872;214;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10002;ms;1830;229;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10020;ms;1916;230;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10001;ms;1826;218;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10021;ms;1864;198;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10003;ms;2002;202;150;3;0.15;2;1;2;45;1;10;;;;;;;;;;;;;;;;;;;
ftv47.atsp;10036;ms;1865;198;150;3;0.15;2;1;2;45;1;10;1873,35;1816;;;;;;;;;;;;;;;;;
