Instancja;Czas;Jednostka;Wynik;Typ memetic;0 wyspa;1 wyspa;2 wyspa;3 wyspa;4 wyspa;;;;;;;;;;;;;;;;;;
ft53.atsp;28013;ms;7057;1;159;137;156;156;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27899;ms;7034;1;157;136;156;156;134;;;;;;;;;;;;;;;;;;
ft53.atsp;28110;ms;7287;1;155;135;152;152;132;;;;;;;;;;;;;;;;;;
ft53.atsp;28081;ms;7368;1;158;137;156;158;134;;;;;;;;;;;;;;;;;;
ft53.atsp;28009;ms;7265;1;156;133;155;156;133;;;;;;;;;;;;;;;;;;
ft53.atsp;28253;ms;7274;1;154;136;153;154;133;;;;;;;;;;;;;;;;;;
ft53.atsp;27928;ms;7151;1;156;135;155;154;131;;;;;;;;;;;;;;;;;;
ft53.atsp;28054;ms;7364;1;157;137;158;158;136;;;;;;;;;;;;;;;;;;
ft53.atsp;28004;ms;7364;1;157;136;158;157;133;;;;;;;;;;;;;;;;;;
ft53.atsp;28025;ms;7151;1;155;135;156;155;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27956;ms;7151;1;156;137;158;158;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27977;ms;7151;1;158;137;158;157;135;;;;;;;;;;;;;;;;;;
ft53.atsp;28055;ms;7264;1;157;138;155;157;135;;;;;;;;;;;;;;;;;;
ft53.atsp;28083;ms;7329;1;159;137;158;158;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27964;ms;7356;1;158;137;156;158;135;;;;;;;;;;;;;;;;;;
ft53.atsp;28018;ms;7151;1;159;138;158;158;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27861;ms;7274;1;156;134;154;154;132;;;;;;;;;;;;;;;;;;
ft53.atsp;27904;ms;7315;1;158;138;157;157;134;;;;;;;;;;;;;;;;;;
ft53.atsp;28217;ms;7301;1;158;137;157;159;136;;;;;;;;;;;;;;;;;;
ft53.atsp;27982;ms;7331;1;157;136;157;157;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27961;ms;6975;1;159;137;155;158;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27987;ms;7034;1;155;136;154;155;133;;;;;;;;;;;;;;;;;;
ft53.atsp;28034;ms;7288;1;160;137;157;159;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27971;ms;7086;1;156;138;158;159;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27874;ms;7329;1;158;135;157;156;133;;;;;;;;;;;;;;;;;;
ft53.atsp;27951;ms;7438;1;158;137;156;156;134;;;;;;;;;;;;;;;;;;
ft53.atsp;28131;ms;7339;1;158;136;158;159;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27948;ms;7356;1;158;138;158;158;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27911;ms;7151;1;159;137;157;159;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27878;ms;7151;1;157;136;156;157;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27988;ms;7250;1;156;137;156;158;135;;;;;;;;;;;;;;;;;;
ft53.atsp;28112;ms;7253;1;157;137;155;157;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27965;ms;7274;1;159;136;158;157;133;;;;;;;;;;;;;;;;;;
ft53.atsp;28014;ms;7566;1;158;136;156;157;133;;;;;;;;;;;;;;;;;;
ft53.atsp;27960;ms;7509;1;153;132;152;153;132;;;;;;;;;;;;;;;;;;
ft53.atsp;28092;ms;7034;1;158;138;155;156;135;;;;;;;;;;;;;;;;;;
ft53.atsp;28010;ms;7248;1;158;137;157;155;134;;;;;;;;;;;;;;;;;;
ft53.atsp;28065;ms;7211;1;157;136;155;156;133;;;;;;;;;;;;;;;;;;
ft53.atsp;28062;ms;7203;1;156;137;157;155;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27973;ms;7014;1;155;135;156;154;132;;;;;;;;;;;;;;;;;;
ft53.atsp;28114;ms;7364;1;154;134;153;155;132;;;;;;;;;;;;;;;;;;
ft53.atsp;28117;ms;7151;1;155;133;153;154;133;;;;;;;;;;;;;;;;;;
ft53.atsp;28104;ms;7435;1;154;136;156;155;132;;;;;;;;;;;;;;;;;;
ft53.atsp;28064;ms;7364;1;155;134;155;155;132;;;;;;;;;;;;;;;;;;
ft53.atsp;27914;ms;7041;1;158;137;156;157;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27924;ms;7323;1;156;134;155;153;131;;;;;;;;;;;;;;;;;;
ft53.atsp;28121;ms;7315;1;156;134;155;155;133;;;;;;;;;;;;;;;;;;
ft53.atsp;28063;ms;7151;1;157;134;153;154;134;;;;;;;;;;;;;;;;;;
ft53.atsp;28016;ms;7151;1;153;135;153;154;130;;;;;;;;;;;;;;;;;;
ft53.atsp;28044;ms;7300;1;156;138;156;157;135;;;;;;;;;;;;;;;;;;
ft53.atsp;28064;ms;7151;1;154;136;153;152;130;;;;;;;;;;;;;;;;;;
ft53.atsp;28060;ms;7151;1;156;132;152;155;131;;;;;;;;;;;;;;;;;;
ft53.atsp;28057;ms;7483;1;156;135;154;154;133;;;;;;;;;;;;;;;;;;
ft53.atsp;28040;ms;6915;1;158;136;154;154;132;;;;;;;;;;;;;;;;;;
ft53.atsp;27902;ms;7301;1;158;137;156;157;133;;;;;;;;;;;;;;;;;;
ft53.atsp;27913;ms;7589;1;158;138;158;157;135;;;;;;;;;;;;;;;;;;
ft53.atsp;27959;ms;7274;1;158;136;155;154;131;;;;;;;;;;;;;;;;;;
ft53.atsp;27968;ms;7300;1;157;136;154;156;133;;;;;;;;;;;;;;;;;;
ft53.atsp;27956;ms;7034;1;158;136;156;157;134;;;;;;;;;;;;;;;;;;
ft53.atsp;28019;ms;7444;1;154;136;155;155;131;;;;;;;;;;;;;;;;;;
ft53.atsp;27967;ms;7180;1;157;136;156;158;134;;;;;;;;;;;;;;;;;;
ft53.atsp;28039;ms;7356;1;157;136;156;156;134;;;;;;;;;;;;;;;;;;
ft53.atsp;27916;ms;7376;1;158;137;157;157;135;;;;;;;;;;;;;;;;;;
ft53.atsp;28020;ms;7213;1;141;123;140;144;121;;;;;;;;;;;;;;;;;;
ft53.atsp;29052;ms;7418;1;156;137;155;158;135;;;;;;;;;;;;;;;;;;
ft53.atsp;28133;ms;7315;1;157;135;157;157;134;7248.93;6915;139.3453855;7589;147.65;28133;;;;;;;;;;;;
ftv70.atsp;25416;ms;2277;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25454;ms;2187;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;26594;ms;2187;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25845;ms;2234;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25966;ms;2267;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25826;ms;2285;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25688;ms;2221;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25735;ms;2234;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25460;ms;2234;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25456;ms;2258;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25617;ms;2207;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25734;ms;2230;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25681;ms;2264;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25696;ms;2157;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25646;ms;2286;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25366;ms;2214;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25625;ms;2199;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25545;ms;2192;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25662;ms;2248;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25775;ms;2181;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25553;ms;2223;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25731;ms;2234;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;26005;ms;2223;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25446;ms;2214;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25481;ms;2236;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25615;ms;2180;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25553;ms;2257;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25389;ms;2205;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25655;ms;2265;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25868;ms;2223;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25283;ms;2204;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25561;ms;2242;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25543;ms;2185;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25642;ms;2232;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25811;ms;2184;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25710;ms;2249;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25529;ms;2232;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25543;ms;2253;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25777;ms;2236;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25714;ms;2214;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25501;ms;2124;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25633;ms;2232;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25462;ms;2285;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;26041;ms;2238;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;26276;ms;2224;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25868;ms;2223;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25716;ms;2240;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;26067;ms;2232;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25872;ms;2234;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25896;ms;2292;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;26065;ms;2228;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25579;ms;2227;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25943;ms;2248;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25950;ms;2287;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25887;ms;2174;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25955;ms;2232;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25950;ms;2239;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25748;ms;2252;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25610;ms;2232;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25813;ms;2236;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25853;ms;2176;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25777;ms;2193;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;26199;ms;2246;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25652;ms;2248;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25554;ms;2264;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25673;ms;2211;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25633;ms;2223;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25819;ms;2286;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25683;ms;2187;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25452;ms;2234;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25875;ms;2248;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25591;ms;2199;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25727;ms;2286;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;26390;ms;2169;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;26013;ms;2217;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25649;ms;2243;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25649;ms;2258;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25445;ms;2254;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25281;ms;2210;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25410;ms;2255;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25482;ms;2259;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25397;ms;2257;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25387;ms;2286;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25704;ms;2239;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25712;ms;2274;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25708;ms;2249;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25400;ms;2242;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25575;ms;2233;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25738;ms;2262;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25652;ms;2271;1;5;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25748;ms;2253;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25507;ms;2234;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25695;ms;2223;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25400;ms;2232;1;5;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25608;ms;2258;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25646;ms;2264;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25605;ms;2162;1;4;4;4;4;4;;;;;;;;;;;;;;;;;;
ftv70.atsp;25879;ms;2274;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25760;ms;2256;1;4;4;4;4;5;;;;;;;;;;;;;;;;;;
ftv70.atsp;25518;ms;2253;1;4;4;4;4;4;2233.2;2124;32.66944948;2292;4.152;25518;;;;;;;;;;;;
ftv70.atsp;26505;ms;2191;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26613;ms;2184;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26740;ms;2187;1;9;8;9;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26582;ms;2194;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26476;ms;2232;1;9;8;8;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;27087;ms;2240;1;9;8;8;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26554;ms;2210;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26746;ms;2210;1;8;8;9;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26554;ms;2142;1;9;8;9;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26416;ms;2150;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26460;ms;2194;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26622;ms;2198;1;9;8;8;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26640;ms;2192;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26510;ms;2116;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26342;ms;2217;1;9;9;9;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26456;ms;2217;1;9;8;9;8;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26619;ms;2211;1;9;8;9;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;27308;ms;2217;1;9;8;9;8;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26507;ms;2220;1;9;8;8;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26747;ms;2196;1;9;8;8;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26407;ms;2239;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26446;ms;2192;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26464;ms;2252;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26368;ms;2184;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26589;ms;2222;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26657;ms;2210;1;9;8;8;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26564;ms;2272;1;9;8;8;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26608;ms;2191;1;9;9;9;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26504;ms;2199;1;9;8;8;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26605;ms;2181;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26462;ms;2185;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26624;ms;2223;1;8;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26488;ms;2191;1;9;8;9;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;27107;ms;2118;1;9;8;8;8;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26842;ms;2199;1;9;8;8;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26869;ms;2187;1;9;8;9;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;29181;ms;2187;1;9;8;8;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26454;ms;2192;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26632;ms;2191;1;9;8;9;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26629;ms;2198;1;9;8;8;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26406;ms;2125;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;28332;ms;2220;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26393;ms;2210;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26778;ms;2247;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26420;ms;2229;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26581;ms;2223;1;9;8;9;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26600;ms;2165;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26912;ms;2192;1;9;8;8;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26370;ms;2223;1;9;8;9;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26454;ms;2209;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26440;ms;2192;1;9;8;9;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26825;ms;2195;1;9;9;8;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26721;ms;2223;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;27183;ms;2207;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26790;ms;2167;1;9;8;9;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26422;ms;2214;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26751;ms;2200;1;9;8;9;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26959;ms;2195;1;9;9;8;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26600;ms;2240;1;9;8;9;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26386;ms;2263;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;27123;ms;2167;1;9;8;8;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26601;ms;2201;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26832;ms;2204;1;9;9;8;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26453;ms;2210;1;9;8;9;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26364;ms;2208;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26619;ms;2217;1;9;8;8;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26638;ms;2167;1;9;8;9;8;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26589;ms;2222;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26796;ms;2210;1;9;8;8;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26654;ms;2251;1;9;8;9;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26727;ms;2223;1;9;8;8;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26896;ms;2203;1;9;9;9;8;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26502;ms;2198;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26730;ms;2171;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26437;ms;2229;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26697;ms;2190;1;9;8;9;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;27120;ms;2252;1;9;8;8;9;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26645;ms;2219;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26484;ms;2236;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26942;ms;2210;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26598;ms;2192;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;27199;ms;2210;1;9;8;8;8;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26533;ms;2220;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26689;ms;2217;1;9;8;9;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26866;ms;2193;1;9;8;8;8;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;27080;ms;2250;1;9;9;8;8;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26602;ms;2210;1;8;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26539;ms;2272;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26814;ms;2210;1;8;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26408;ms;2212;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26753;ms;2199;1;9;8;8;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26852;ms;2210;1;9;8;9;8;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;26580;ms;2210;1;9;8;9;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26708;ms;2210;1;9;8;8;8;9;;;;;;;;;;;;;;;;;;
ftv70.atsp;27667;ms;2220;1;9;8;8;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;27543;ms;2192;1;9;8;8;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26728;ms;2173;1;8;8;8;8;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;27184;ms;2210;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26689;ms;2228;1;9;8;9;9;8;;;;;;;;;;;;;;;;;;
ftv70.atsp;26925;ms;2217;1;9;8;8;8;8;2205.13;2116;27.9482404;2272;8.512;26925;;;;;;;;;;;;
ftv70.atsp;29588;ms;2125;1;22;20;21;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30063;ms;2112;1;21;19;20;21;19;;;;;;;;;;;;;;;;;;
ftv70.atsp;29786;ms;2132;1;22;20;22;21;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29929;ms;2082;1;22;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;30063;ms;2125;1;23;20;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29523;ms;2103;1;23;20;22;23;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29849;ms;2125;1;22;20;21;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29997;ms;2125;1;23;20;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;30337;ms;2125;1;21;19;21;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29849;ms;2099;1;22;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29467;ms;2112;1;23;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29871;ms;2125;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29752;ms;2122;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29824;ms;2088;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;30005;ms;2153;1;21;19;21;20;19;;;;;;;;;;;;;;;;;;
ftv70.atsp;29788;ms;2138;1;23;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;30215;ms;2125;1;23;20;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29955;ms;2110;1;22;20;22;21;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29800;ms;2153;1;22;20;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29823;ms;2138;1;22;21;22;22;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29970;ms;2138;1;23;20;21;21;20;;;;;;;;;;;;;;;;;;
ftv70.atsp;29941;ms;2064;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;30044;ms;2125;1;23;21;22;22;21;;;;;;;;;;;;;;;;;;
ftv70.atsp;29931;ms;2100;1;22;21;22;22;20;;;;;;;;;;;;;;;;;;
