Instancja;Czas;Jednostka;Wynik;Typ memetic;0 wyspa;1 wyspa;2 wyspa;3 wyspa;4 wyspa;;;;;;;;;;;;;;;;;;
ftv44.atsp;24306;ms;1662;1;197;163;194;194;161;;;;;;;;;;;;;;;;;;
ftv44.atsp;24293;ms;1666;1;201;168;200;200;165;;;;;;;;;;;;;;;;;;
ftv44.atsp;24233;ms;1662;1;198;170;202;201;166;;;;;;;;;;;;;;;;;;
ftv44.atsp;24267;ms;1636;1;201;167;197;201;165;;;;;;;;;;;;;;;;;;
ftv44.atsp;24231;ms;1701;1;202;168;203;201;163;;;;;;;;;;;;;;;;;;
ftv44.atsp;24314;ms;1669;1;197;168;199;200;164;;;;;;;;;;;;;;;;;;
ftv44.atsp;24269;ms;1690;1;202;166;200;200;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24174;ms;1683;1;208;174;204;206;171;;;;;;;;;;;;;;;;;;
ftv44.atsp;24326;ms;1669;1;188;157;187;188;155;;;;;;;;;;;;;;;;;;
ftv44.atsp;24221;ms;1664;1;203;174;203;205;170;;;;;;;;;;;;;;;;;;
ftv44.atsp;24239;ms;1657;1;206;169;203;203;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24180;ms;1634;1;210;174;204;206;170;;;;;;;;;;;;;;;;;;
ftv44.atsp;24229;ms;1669;1;206;174;205;206;168;;;;;;;;;;;;;;;;;;
ftv44.atsp;24244;ms;1662;1;208;176;207;208;172;;;;;;;;;;;;;;;;;;
ftv44.atsp;24182;ms;1664;1;204;171;205;207;171;;;;;;;;;;;;;;;;;;
ftv44.atsp;24227;ms;1666;1;204;174;203;205;170;;;;;;;;;;;;;;;;;;
ftv44.atsp;24154;ms;1666;1;205;170;204;204;168;;;;;;;;;;;;;;;;;;
ftv44.atsp;24287;ms;1666;1;204;174;206;208;172;;;;;;;;;;;;;;;;;;
ftv44.atsp;24237;ms;1666;1;208;171;204;209;173;;;;;;;;;;;;;;;;;;
ftv44.atsp;24302;ms;1664;1;206;173;206;207;169;;;;;;;;;;;;;;;;;;
ftv44.atsp;24212;ms;1666;1;204;172;206;208;170;;;;;;;;;;;;;;;;;;
ftv44.atsp;24200;ms;1634;1;208;172;206;207;172;;;;;;;;;;;;;;;;;;
ftv44.atsp;24201;ms;1666;1;206;174;203;204;174;;;;;;;;;;;;;;;;;;
ftv44.atsp;24231;ms;1666;1;208;176;207;209;172;;;;;;;;;;;;;;;;;;
ftv44.atsp;24210;ms;1683;1;207;175;208;209;172;;;;;;;;;;;;;;;;;;
ftv44.atsp;24133;ms;1666;1;205;172;201;203;169;;;;;;;;;;;;;;;;;;
ftv44.atsp;24214;ms;1634;1;210;175;206;205;171;;;;;;;;;;;;;;;;;;
ftv44.atsp;24168;ms;1664;1;204;170;205;199;169;;;;;;;;;;;;;;;;;;
ftv44.atsp;24223;ms;1664;1;206;173;207;205;172;;;;;;;;;;;;;;;;;;
ftv44.atsp;24240;ms;1666;1;206;174;207;207;170;;;;;;;;;;;;;;;;;;
ftv44.atsp;24265;ms;1683;1;199;176;204;205;172;;;;;;;;;;;;;;;;;;
ftv44.atsp;24285;ms;1666;1;210;174;205;208;173;;;;;;;;;;;;;;;;;;
ftv44.atsp;24199;ms;1666;1;203;169;200;199;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24188;ms;1704;1;206;171;204;203;169;;;;;;;;;;;;;;;;;;
ftv44.atsp;24285;ms;1672;1;208;174;208;201;174;;;;;;;;;;;;;;;;;;
ftv44.atsp;24164;ms;1683;1;207;175;206;200;172;;;;;;;;;;;;;;;;;;
ftv44.atsp;24185;ms;1634;1;207;171;207;205;169;;;;;;;;;;;;;;;;;;
ftv44.atsp;24155;ms;1648;1;206;174;206;205;168;;;;;;;;;;;;;;;;;;
ftv44.atsp;24172;ms;1676;1;189;159;193;193;157;;;;;;;;;;;;;;;;;;
ftv44.atsp;24267;ms;1683;1;203;167;204;204;170;;;;;;;;;;;;;;;;;;
ftv44.atsp;24472;ms;1666;1;204;168;200;200;170;;;;;;;;;;;;;;;;;;
ftv44.atsp;24265;ms;1704;1;205;174;204;201;169;;;;;;;;;;;;;;;;;;
ftv44.atsp;24282;ms;1666;1;193;162;193;190;162;;;;;;;;;;;;;;;;;;
ftv44.atsp;24798;ms;1704;1;195;163;195;191;161;;;;;;;;;;;;;;;;;;
ftv44.atsp;24647;ms;1666;1;203;171;203;201;168;;;;;;;;;;;;;;;;;;
ftv44.atsp;24255;ms;1666;1;196;169;202;198;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24233;ms;1673;1;206;173;206;203;171;;;;;;;;;;;;;;;;;;
ftv44.atsp;24133;ms;1666;1;202;170;202;203;166;;;;;;;;;;;;;;;;;;
ftv44.atsp;24332;ms;1704;1;185;157;187;187;155;;;;;;;;;;;;;;;;;;
ftv44.atsp;24327;ms;1701;1;202;170;199;204;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24187;ms;1664;1;204;169;201;198;165;;;;;;;;;;;;;;;;;;
ftv44.atsp;24289;ms;1634;1;203;170;201;201;167;;;;;;;;;;;;;;;;;;
ftv44.atsp;24287;ms;1666;1;204;168;199;198;168;;;;;;;;;;;;;;;;;;
ftv44.atsp;24323;ms;1690;1;201;168;203;202;163;1668.53;1634;17.21606896;1704;187.51;24323;;;;;;;;;;;;
ft53.atsp;9136;ms;7973;1;7;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9038;ms;7780;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9012;ms;7681;1;7;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;8955;ms;7883;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9036;ms;7811;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9023;ms;7871;1;7;7;8;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;8924;ms;7770;1;7;7;8;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9040;ms;7786;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;8984;ms;7880;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;8972;ms;7905;1;7;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9038;ms;7914;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;8968;ms;7597;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9068;ms;7521;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9066;ms;7658;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;8925;ms;7994;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;8995;ms;7764;1;8;6;8;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9005;ms;7973;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;8865;ms;7808;1;7;6;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;8819;ms;7671;1;7;6;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9040;ms;7621;1;7;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;8954;ms;7834;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;8980;ms;7535;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;8949;ms;8062;1;8;7;8;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9003;ms;7689;1;7;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9159;ms;7646;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;10123;ms;7869;1;6;5;5;5;6;;;;;;;;;;;;;;;;;;
ft53.atsp;10219;ms;7936;1;7;6;6;6;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9265;ms;7886;1;7;6;7;8;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9201;ms;8093;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9151;ms;8105;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9184;ms;7687;1;8;6;6;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9412;ms;7902;1;7;6;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9411;ms;8078;1;7;6;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;10087;ms;7512;1;7;6;6;6;6;;;;;;;;;;;;;;;;;;
ft53.atsp;10483;ms;7686;1;6;5;6;6;6;;;;;;;;;;;;;;;;;;
ft53.atsp;10087;ms;8070;1;6;5;5;6;5;;;;;;;;;;;;;;;;;;
ft53.atsp;10354;ms;7969;1;6;5;6;6;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9556;ms;7808;1;6;5;6;6;5;;;;;;;;;;;;;;;;;;
ft53.atsp;10854;ms;7839;1;6;6;5;5;7;;;;;;;;;;;;;;;;;;
ft53.atsp;10342;ms;7993;1;6;6;7;6;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9494;ms;7912;1;7;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9390;ms;7597;1;7;6;7;6;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9821;ms;7644;1;8;6;8;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9786;ms;7681;1;7;6;6;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9076;ms;8063;1;7;7;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9333;ms;7710;1;7;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9596;ms;7782;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9246;ms;7805;1;7;6;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9439;ms;7908;1;7;6;6;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;10352;ms;7787;1;6;6;6;6;6;;;;;;;;;;;;;;;;;;
ft53.atsp;10499;ms;7808;1;6;5;5;5;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9580;ms;7462;1;8;7;8;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9725;ms;7932;1;6;5;6;6;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9541;ms;7714;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9029;ms;7801;1;8;7;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9178;ms;7877;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9172;ms;7885;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9145;ms;8016;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9206;ms;7909;1;8;6;7;8;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9077;ms;7576;1;7;6;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9910;ms;7989;1;6;5;6;6;5;;;;;;;;;;;;;;;;;;
ft53.atsp;9573;ms;7802;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9235;ms;8129;1;7;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9141;ms;7808;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9092;ms;7637;1;8;7;8;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9204;ms;7806;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9085;ms;7918;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9123;ms;7805;1;7;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9276;ms;7729;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9324;ms;7479;1;7;6;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9645;ms;7658;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9259;ms;7658;1;8;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9739;ms;8060;1;6;6;6;6;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9444;ms;7846;1;7;6;6;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9873;ms;7684;1;7;6;6;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9451;ms;7985;1;7;6;6;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9928;ms;7660;1;7;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9474;ms;7789;1;7;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9490;ms;8041;1;7;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9362;ms;7690;1;7;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9648;ms;7874;1;8;6;6;6;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9331;ms;7770;1;7;6;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9756;ms;7808;1;7;6;7;6;7;;;;;;;;;;;;;;;;;;
ft53.atsp;10494;ms;7946;1;6;5;5;6;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9366;ms;7787;1;8;6;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9362;ms;7953;1;6;5;6;6;5;;;;;;;;;;;;;;;;;;
ft53.atsp;9886;ms;7859;1;6;5;6;6;5;;;;;;;;;;;;;;;;;;
ft53.atsp;10428;ms;7977;1;6;5;5;5;5;;;;;;;;;;;;;;;;;;
ft53.atsp;9806;ms;7838;1;6;6;6;6;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9412;ms;7652;1;8;6;7;8;7;;;;;;;;;;;;;;;;;;
ft53.atsp;8894;ms;7770;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9170;ms;7684;1;7;6;6;6;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9489;ms;7725;1;7;6;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9539;ms;7597;1;7;6;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9238;ms;7708;1;7;6;7;7;6;;;;;;;;;;;;;;;;;;
ft53.atsp;9178;ms;7662;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9161;ms;7856;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9078;ms;7882;1;8;7;7;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9463;ms;7868;1;8;6;6;7;7;;;;;;;;;;;;;;;;;;
ft53.atsp;9434;ms;7686;1;7;6;7;7;6;7810.04;7462;151.2820578;8129;01.06.1971;9434;;;;;;;;;;;;
ft53.atsp;10299;ms;7472;1;15;13;15;14;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10269;ms;7594;1;15;12;14;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10797;ms;7368;1;14;12;14;14;12;;;;;;;;;;;;;;;;;;
ft53.atsp;10305;ms;7611;1;15;13;14;14;12;;;;;;;;;;;;;;;;;;
ft53.atsp;10807;ms;7734;1;11;10;12;12;9;;;;;;;;;;;;;;;;;;
ft53.atsp;12078;ms;7597;1;15;12;13;14;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10168;ms;7586;1;15;13;15;14;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10001;ms;7536;1;16;14;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10059;ms;7452;1;12;11;13;12;11;;;;;;;;;;;;;;;;;;
ft53.atsp;10481;ms;7734;1;15;13;15;14;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10239;ms;7791;1;15;13;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10863;ms;7916;1;12;10;12;12;11;;;;;;;;;;;;;;;;;;
ft53.atsp;10963;ms;7610;1;13;11;13;13;11;;;;;;;;;;;;;;;;;;
ft53.atsp;10668;ms;7620;1;14;12;13;14;12;;;;;;;;;;;;;;;;;;
ft53.atsp;10734;ms;7481;1;13;12;12;12;12;;;;;;;;;;;;;;;;;;
ft53.atsp;10110;ms;7576;1;15;13;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10013;ms;7662;1;15;13;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10476;ms;7647;1;13;11;13;13;11;;;;;;;;;;;;;;;;;;
ft53.atsp;10150;ms;7379;1;15;13;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10578;ms;7717;1;13;11;13;13;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10498;ms;7400;1;14;12;14;14;12;;;;;;;;;;;;;;;;;;
ft53.atsp;10349;ms;7712;1;14;12;14;14;12;;;;;;;;;;;;;;;;;;
ft53.atsp;10480;ms;7634;1;16;13;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10179;ms;7650;1;15;13;14;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10608;ms;7585;1;15;13;14;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10622;ms;7581;1;14;12;14;14;12;;;;;;;;;;;;;;;;;;
ft53.atsp;10510;ms;7843;1;13;11;13;13;12;;;;;;;;;;;;;;;;;;
ft53.atsp;10052;ms;7521;1;15;14;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10248;ms;7701;1;15;13;14;14;13;;;;;;;;;;;;;;;;;;
ft53.atsp;11163;ms;7589;1;15;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10066;ms;7630;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9963;ms;7463;1;14;13;14;14;12;;;;;;;;;;;;;;;;;;
ft53.atsp;10034;ms;7828;1;15;13;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10125;ms;7613;1;15;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10174;ms;7860;1;15;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10108;ms;7700;1;16;14;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9934;ms;7531;1;15;14;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;9967;ms;7492;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9896;ms;7593;1;16;14;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;9955;ms;7435;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9949;ms;7517;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9867;ms;7467;1;16;14;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10031;ms;7500;1;15;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10067;ms;7694;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9994;ms;7685;1;16;13;15;16;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9964;ms;7958;1;15;13;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10076;ms;7467;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10069;ms;7804;1;15;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9890;ms;7653;1;16;14;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10046;ms;7831;1;16;14;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10079;ms;7704;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9970;ms;7725;1;16;14;15;16;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10003;ms;7521;1;16;14;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9934;ms;7815;1;16;14;15;16;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10027;ms;7430;1;15;13;14;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10028;ms;7266;1;15;14;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9983;ms;7388;1;16;14;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10011;ms;7712;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10058;ms;7591;1;16;14;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10067;ms;7569;1;15;14;14;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9939;ms;7507;1;16;14;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;9978;ms;7696;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9968;ms;7727;1;16;13;15;16;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9811;ms;7874;1;16;14;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10073;ms;7683;1;15;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10032;ms;7444;1;16;13;14;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10096;ms;7699;1;15;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10020;ms;7624;1;15;14;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9897;ms;7537;1;16;14;16;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;9890;ms;7827;1;15;13;15;16;13;;;;;;;;;;;;;;;;;;
ft53.atsp;9952;ms;7870;1;16;14;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10053;ms;7360;1;16;13;15;16;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10068;ms;7597;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10190;ms;7572;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10060;ms;7450;1;16;14;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9963;ms;7707;1;16;13;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;9937;ms;7379;1;16;14;15;16;13;;;;;;;;;;;;;;;;;;
ft53.atsp;9962;ms;7719;1;16;14;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;9965;ms;7573;1;15;14;15;16;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10098;ms;7502;1;16;14;16;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9969;ms;7568;1;16;14;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10025;ms;7384;1;15;14;15;16;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9973;ms;7713;1;15;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9888;ms;7598;1;16;13;16;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10093;ms;7351;1;15;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9936;ms;7471;1;15;14;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;9990;ms;7513;1;15;13;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10027;ms;7615;1;15;14;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9875;ms;7402;1;16;13;15;16;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10018;ms;7521;1;16;14;15;16;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9896;ms;7512;1;16;14;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;9925;ms;7701;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9985;ms;7675;1;16;14;15;16;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10016;ms;7570;1;16;14;15;16;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10009;ms;7653;1;16;13;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;10012;ms;7542;1;16;14;15;16;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9955;ms;7547;1;15;13;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;9975;ms;7619;1;16;14;15;15;14;;;;;;;;;;;;;;;;;;
ft53.atsp;9916;ms;7606;1;16;13;15;15;13;;;;;;;;;;;;;;;;;;
ft53.atsp;10038;ms;7736;1;15;14;15;15;14;7603.85;7266;139.9232383;7958;14.218;10038;;;;;;;;;;;;
ft53.atsp;12816;ms;7444;1;39;34;39;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;13090;ms;7262;1;39;34;38;38;35;;;;;;;;;;;;;;;;;;
ft53.atsp;13009;ms;7351;1;40;34;38;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12988;ms;7328;1;38;33;38;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12942;ms;7382;1;39;35;38;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12932;ms;7314;1;39;34;40;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12889;ms;7297;1;39;32;37;38;32;;;;;;;;;;;;;;;;;;
ft53.atsp;12788;ms;7391;1;39;34;38;38;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12936;ms;7265;1;38;34;38;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12930;ms;7316;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13096;ms;7368;1;37;33;37;37;33;;;;;;;;;;;;;;;;;;
ft53.atsp;13023;ms;7359;1;40;34;39;40;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13088;ms;7269;1;38;33;38;37;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12845;ms;7551;1;39;34;38;38;33;;;;;;;;;;;;;;;;;;
ft53.atsp;13026;ms;7340;1;39;34;38;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12903;ms;7286;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12983;ms;7444;1;38;33;39;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12915;ms;7300;1;38;34;38;38;33;;;;;;;;;;;;;;;;;;
ft53.atsp;13020;ms;7250;1;39;33;37;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12932;ms;7227;1;40;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13016;ms;7034;1;39;34;38;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13042;ms;7057;1;40;34;38;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12997;ms;7300;1;39;33;38;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12855;ms;7138;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12931;ms;7315;1;39;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;13010;ms;7331;1;40;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12920;ms;7452;1;40;34;39;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12822;ms;7229;1;39;34;38;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12969;ms;7750;1;39;34;38;40;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12838;ms;7433;1;40;34;39;38;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12883;ms;7601;1;40;34;40;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12890;ms;7378;1;39;34;39;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12985;ms;7499;1;39;34;39;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12920;ms;7502;1;38;34;37;38;33;;;;;;;;;;;;;;;;;;
ft53.atsp;13034;ms;7329;1;39;34;39;38;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12753;ms;7143;1;39;34;39;40;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12898;ms;7301;1;40;34;38;39;33;;;;;;;;;;;;;;;;;;
ft53.atsp;12903;ms;7332;1;39;34;38;39;34;;;;;;;;;;;;;;;;;;
ft53.atsp;12864;ms;7327;1;39;33;39;38;33;;;;;;;;;;;;;;;;;;
